,date,demand,year,month,day,minute
2489,01/26/2019 22:35:00,824.9904761904762,2019,1,26,35
2490,01/26/2019 22:50:00,759.1142857142855,2019,1,26,50
2491,01/26/2019 23:05:00,697.0190476190477,2019,1,26,5
2492,01/26/2019 23:20:00,609.1142857142858,2019,1,26,20
2493,01/26/2019 23:35:00,572.6857142857143,2019,1,26,35
2494,01/26/2019 23:50:00,503.7619047619048,2019,1,26,50
2495,01/27/2019 00:05:00,466.5809523809524,2019,1,27,5
2496,01/27/2019 00:20:00,452.904761904762,2019,1,27,20
2497,01/27/2019 00:35:00,407.4285714285714,2019,1,27,35
2498,01/27/2019 00:50:00,377.0285714285714,2019,1,27,50
2499,01/27/2019 01:05:00,339.4666666666667,2019,1,27,5
2500,01/27/2019 01:20:00,313.04761904761904,2019,1,27,20
2501,01/27/2019 01:35:00,293.2000000000001,2019,1,27,35
2502,01/27/2019 01:50:00,290.85714285714283,2019,1,27,50
2503,01/27/2019 02:05:00,288.0190476190477,2019,1,27,5
2504,01/27/2019 02:20:00,283.23809523809524,2019,1,27,20
2505,01/27/2019 02:35:00,252.02857142857147,2019,1,27,35
2506,01/27/2019 02:50:00,227.42857142857144,2019,1,27,50
2507,01/27/2019 03:05:00,206.11428571428573,2019,1,27,5
2508,01/27/2019 03:20:00,198.0857142857143,2019,1,27,20
2509,01/27/2019 03:35:00,193.3523809523809,2019,1,27,35
2510,01/27/2019 03:50:00,189.46666666666667,2019,1,27,50
2511,01/27/2019 04:05:00,192.65714285714282,2019,1,27,5
2512,01/27/2019 04:20:00,205.2190476190476,2019,1,27,20
2513,01/27/2019 04:35:00,220.84761904761902,2019,1,27,35
2514,01/27/2019 04:50:00,219.99047619047627,2019,1,27,50
2515,01/27/2019 05:05:00,237.36190476190475,2019,1,27,5
2516,01/27/2019 05:20:00,273.9714285714286,2019,1,27,20
2517,01/27/2019 05:35:00,310.35238095238094,2019,1,27,35
2518,01/27/2019 05:50:00,310.8095238095238,2019,1,27,50
2519,01/27/2019 06:05:00,352.96190476190475,2019,1,27,5
2520,01/27/2019 06:20:00,403.7333333333333,2019,1,27,20
2521,01/27/2019 06:35:00,425.4,2019,1,27,35
2522,01/27/2019 06:50:00,426.0571428571429,2019,1,27,50
2523,01/27/2019 07:05:00,433.9809523809524,2019,1,27,5
2524,01/27/2019 07:20:00,507.0761904761905,2019,1,27,20
2525,01/27/2019 07:35:00,580.6571428571427,2019,1,27,35
2526,01/27/2019 07:50:00,612.3714285714286,2019,1,27,50
2527,01/27/2019 08:05:00,610.3619047619047,2019,1,27,5
2528,01/27/2019 08:20:00,710.6190476190476,2019,1,27,20
2529,01/27/2019 08:35:00,769.5904761904762,2019,1,27,35
2530,01/27/2019 08:50:00,796.9428571428572,2019,1,27,50
2531,01/27/2019 09:05:00,829.5142857142857,2019,1,27,5
2532,01/27/2019 09:20:00,946.447619047619,2019,1,27,20
2533,01/27/2019 09:35:00,1038.2571428571428,2019,1,27,35
2534,01/27/2019 09:50:00,1061.7904761904763,2019,1,27,50
2535,01/27/2019 10:05:00,1052.5809523809523,2019,1,27,5
2536,01/27/2019 10:20:00,1138.5428571428572,2019,1,27,20
2537,01/27/2019 10:35:00,1174.1238095238095,2019,1,27,35
2538,01/27/2019 10:50:00,1232.9714285714285,2019,1,27,50
2539,01/27/2019 11:05:00,1211.952380952381,2019,1,27,5
2540,01/27/2019 11:20:00,1239.057142857143,2019,1,27,20
2541,01/27/2019 11:35:00,1255.1904761904761,2019,1,27,35
2542,01/27/2019 11:50:00,1271.3809523809525,2019,1,27,50
2543,01/27/2019 12:05:00,1271.1714285714286,2019,1,27,5
2544,01/27/2019 12:20:00,1295.695238095238,2019,1,27,20
2545,01/27/2019 12:35:00,1300.5809523809519,2019,1,27,35
2546,01/27/2019 12:50:00,1352.304761904762,2019,1,27,50
2547,01/27/2019 13:05:00,1304.0952380952385,2019,1,27,5
2548,01/27/2019 13:20:00,1350.6,2019,1,27,20
2549,01/27/2019 13:35:00,1248.4857142857145,2019,1,27,35
2550,01/27/2019 13:50:00,1140.6857142857145,2019,1,27,50
2551,01/27/2019 14:05:00,1160.5047619047618,2019,1,27,5
2552,01/27/2019 14:20:00,1158.8380952380949,2019,1,27,20
2553,01/27/2019 14:35:00,1198.0095238095234,2019,1,27,35
2554,01/27/2019 14:50:00,1210.3428571428572,2019,1,27,50
2555,01/27/2019 15:05:00,1196.8190476190475,2019,1,27,5
2556,01/27/2019 15:20:00,1325.7047619047619,2019,1,27,20
2557,01/27/2019 15:35:00,1329.7714285714287,2019,1,27,35
2558,01/27/2019 15:50:00,1312.8380952380953,2019,1,27,50
2559,01/27/2019 16:05:00,1324.0190476190476,2019,1,27,5
2560,01/27/2019 16:20:00,1327.7809523809524,2019,1,27,20
2561,01/27/2019 16:35:00,1301.2380952380952,2019,1,27,35
2562,01/27/2019 16:50:00,1256.0857142857146,2019,1,27,50
2563,01/27/2019 17:05:00,1230.6857142857145,2019,1,27,5
2564,01/27/2019 17:20:00,1271.1999999999996,2019,1,27,20
2565,01/27/2019 17:35:00,1302.6190476190475,2019,1,27,35
2566,01/27/2019 17:50:00,1250.057142857143,2019,1,27,50
2567,01/27/2019 18:05:00,1219.0761904761905,2019,1,27,5
2568,01/27/2019 18:20:00,1214.2761904761905,2019,1,27,20
2569,01/27/2019 18:35:00,1208.3142857142855,2019,1,27,35
2570,01/27/2019 18:50:00,1107.009523809524,2019,1,27,50
2571,01/27/2019 19:05:00,1093.1809523809522,2019,1,27,5
2572,01/27/2019 19:20:00,1070.1333333333332,2019,1,27,20
2573,01/27/2019 19:35:00,1028.6952380952382,2019,1,27,35
2574,01/27/2019 19:50:00,1025.390476190476,2019,1,27,50
2575,01/27/2019 20:05:00,962.8857142857145,2019,1,27,5
2576,01/27/2019 20:20:00,955.3047619047618,2019,1,27,20
2577,01/27/2019 20:35:00,901.0666666666666,2019,1,27,35
2578,01/27/2019 20:50:00,854.847619047619,2019,1,27,50
2579,01/27/2019 21:05:00,830.1238095238093,2019,1,27,5
2580,01/27/2019 21:20:00,829.9904761904761,2019,1,27,20
2581,01/27/2019 21:35:00,783.3714285714287,2019,1,27,35
2582,01/27/2019 21:50:00,750.190476190476,2019,1,27,50
2583,01/27/2019 22:05:00,674.8857142857144,2019,1,27,5
2584,01/27/2019 22:20:00,623.8666666666667,2019,1,27,20
2585,01/27/2019 22:35:00,551.3428571428572,2019,1,27,35
2586,01/27/2019 22:50:00,494.65714285714284,2019,1,27,50
2587,01/27/2019 23:05:00,445.847619047619,2019,1,27,5
2588,01/27/2019 23:20:00,398.08571428571435,2019,1,27,20
2589,01/27/2019 23:35:00,388.43809523809534,2019,1,27,35
2590,01/27/2019 23:50:00,354.7714285714286,2019,1,27,50
2591,01/28/2019 00:05:00,319.12380952380954,2019,1,28,5
2592,01/28/2019 00:20:00,292.8761904761905,2019,1,28,20
2593,01/28/2019 00:35:00,254.99047619047627,2019,1,28,35
2594,01/28/2019 00:50:00,233.22857142857143,2019,1,28,50
2595,01/28/2019 01:05:00,214.47619047619045,2019,1,28,5
2596,01/28/2019 01:20:00,198.96190476190475,2019,1,28,20
2597,01/28/2019 01:35:00,202.6190476190476,2019,1,28,35
2598,01/28/2019 01:50:00,200.19047619047612,2019,1,28,50
2599,01/28/2019 02:05:00,190.96190476190483,2019,1,28,5
2600,01/28/2019 02:20:00,193.90476190476193,2019,1,28,20
2601,01/28/2019 02:35:00,205.0761904761905,2019,1,28,35
2602,01/28/2019 02:50:00,210.64761904761903,2019,1,28,50
2603,01/28/2019 03:05:00,212.32380952380956,2019,1,28,5
2604,01/28/2019 03:20:00,226.06666666666663,2019,1,28,20
2605,01/28/2019 03:35:00,282.0761904761905,2019,1,28,35
2606,01/28/2019 03:50:00,295.1142857142857,2019,1,28,50
2607,01/28/2019 04:05:00,329.40952380952376,2019,1,28,5
2608,01/28/2019 04:20:00,419.8,2019,1,28,20
2609,01/28/2019 04:35:00,539.4571428571428,2019,1,28,35
2610,01/28/2019 04:50:00,580.8095238095239,2019,1,28,50
2611,01/28/2019 05:05:00,672.3809523809524,2019,1,28,5
2612,01/28/2019 05:20:00,784.8380952380951,2019,1,28,20
2613,01/28/2019 05:35:00,904.7809523809523,2019,1,28,35
2614,01/28/2019 05:50:00,977.5428571428572,2019,1,28,50
2615,01/28/2019 06:05:00,1059.904761904762,2019,1,28,5
2616,01/28/2019 06:20:00,1186.4761904761906,2019,1,28,20
2617,01/28/2019 06:35:00,1278.6095238095238,2019,1,28,35
2618,01/28/2019 06:50:00,1256.095238095238,2019,1,28,50
2619,01/28/2019 07:05:00,1297.0666666666666,2019,1,28,5
2620,01/28/2019 07:20:00,1357.4666666666667,2019,1,28,20
2621,01/28/2019 07:35:00,1357.1333333333334,2019,1,28,35
2622,01/28/2019 07:50:00,1312.4761904761906,2019,1,28,50
2623,01/28/2019 08:05:00,1280.4,2019,1,28,5
2624,01/28/2019 08:20:00,1292.5809523809526,2019,1,28,20
2625,01/28/2019 08:35:00,1257.952380952381,2019,1,28,35
2626,01/28/2019 08:50:00,1234.9333333333334,2019,1,28,50
2627,01/28/2019 09:05:00,1177.114285714286,2019,1,28,5
2628,01/28/2019 09:20:00,1173.3523809523806,2019,1,28,20
2629,01/28/2019 09:35:00,1178.009523809524,2019,1,28,35
2630,01/28/2019 09:50:00,1152.9809523809524,2019,1,28,50
2631,01/28/2019 10:05:00,1146.3428571428572,2019,1,28,5
2632,01/28/2019 10:20:00,1178.5238095238094,2019,1,28,20
2633,01/28/2019 10:35:00,1156.7619047619044,2019,1,28,35
2634,01/28/2019 10:50:00,1122.5333333333333,2019,1,28,50
2635,01/28/2019 11:05:00,1119.2571428571428,2019,1,28,5
2636,01/28/2019 11:20:00,1143.3809523809525,2019,1,28,20
2637,01/28/2019 11:35:00,1137.1714285714286,2019,1,28,35
2638,01/28/2019 11:50:00,1150.1809523809525,2019,1,28,50
2639,01/28/2019 12:05:00,1181.4,2019,1,28,5
2640,01/28/2019 12:20:00,1203.8380952380953,2019,1,28,20
2641,01/28/2019 12:35:00,1227.5523809523806,2019,1,28,35
2642,01/28/2019 12:50:00,1226.0190476190478,2019,1,28,50
2643,01/28/2019 13:05:00,1261.561904761905,2019,1,28,5
2644,01/28/2019 13:20:00,1271.2380952380952,2019,1,28,20
2645,01/28/2019 13:35:00,1300.638095238095,2019,1,28,35
2646,01/28/2019 13:50:00,1278.6190476190475,2019,1,28,50
2647,01/28/2019 14:05:00,1356.4190476190481,2019,1,28,5
2648,01/28/2019 14:20:00,1360.542857142857,2019,1,28,20
2649,01/28/2019 14:35:00,1397.333333333333,2019,1,28,35
2650,01/28/2019 14:50:00,1378.0761904761905,2019,1,28,50
2651,01/28/2019 15:05:00,1374.1238095238095,2019,1,28,5
2652,01/28/2019 15:20:00,1369.9809523809524,2019,1,28,20
2653,01/28/2019 15:35:00,1398.4,2019,1,28,35
2654,01/28/2019 15:50:00,1372.304761904762,2019,1,28,50
2655,01/28/2019 16:05:00,1376.0761904761905,2019,1,28,5
2656,01/28/2019 16:20:00,1394.838095238095,2019,1,28,20
2657,01/28/2019 16:35:00,1365.895238095238,2019,1,28,35
2658,01/28/2019 16:50:00,1324.4380952380952,2019,1,28,50
2659,01/28/2019 17:05:00,1331.7619047619048,2019,1,28,5
2660,01/28/2019 17:20:00,1312.8190476190478,2019,1,28,20
2661,01/28/2019 17:35:00,1244.3809523809525,2019,1,28,35
2662,01/28/2019 17:50:00,1238.4,2019,1,28,50
2663,01/28/2019 18:05:00,1237.0857142857146,2019,1,28,5
2664,01/28/2019 18:20:00,1175.5333333333335,2019,1,28,20
2665,01/28/2019 18:35:00,1181.790476190476,2019,1,28,35
2666,01/28/2019 18:50:00,1200.114285714286,2019,1,28,50
2667,01/28/2019 19:05:00,1158.7142857142858,2019,1,28,5
2668,01/28/2019 19:20:00,1104.6857142857143,2019,1,28,20
2669,01/28/2019 19:35:00,1088.6,2019,1,28,35
2670,01/28/2019 19:50:00,1028.2,2019,1,28,50
2671,01/28/2019 20:05:00,999.752380952381,2019,1,28,5
2672,01/28/2019 20:20:00,964.504761904762,2019,1,28,20
2673,01/28/2019 20:35:00,869.7523809523808,2019,1,28,35
2674,01/28/2019 20:50:00,814.4761904761906,2019,1,28,50
2675,01/28/2019 21:05:00,861.3142857142857,2019,1,28,5
2676,01/28/2019 21:20:00,809.9619047619049,2019,1,28,20
2677,01/28/2019 21:35:00,739.1714285714287,2019,1,28,35
2678,01/28/2019 21:50:00,669.7428571428571,2019,1,28,50
2679,01/28/2019 22:05:00,657.752380952381,2019,1,28,5
2680,01/28/2019 22:20:00,618.5047619047617,2019,1,28,20
2681,01/28/2019 22:35:00,577.4190476190474,2019,1,28,35
2682,01/28/2019 22:50:00,479.80952380952385,2019,1,28,50
2683,01/28/2019 23:05:00,453.5809523809523,2019,1,28,5
2684,01/28/2019 23:20:00,418.1047619047618,2019,1,28,20
2685,01/28/2019 23:35:00,396.54285714285714,2019,1,28,35
2686,01/28/2019 23:50:00,353.5142857142857,2019,1,28,50
2687,01/29/2019 00:05:00,318.34285714285716,2019,1,29,5
2688,01/29/2019 00:20:00,290.6952380952381,2019,1,29,20
2689,01/29/2019 00:35:00,271.8571428571429,2019,1,29,35
2690,01/29/2019 00:50:00,230.79047619047614,2019,1,29,50
2691,01/29/2019 01:05:00,223.45714285714286,2019,1,29,5
2692,01/29/2019 01:20:00,213.4190476190477,2019,1,29,20
2693,01/29/2019 01:35:00,202.80952380952382,2019,1,29,35
2694,01/29/2019 01:50:00,200.36190476190484,2019,1,29,50
2695,01/29/2019 02:05:00,202.50476190476184,2019,1,29,5
2696,01/29/2019 02:20:00,202.19047619047615,2019,1,29,20
2697,01/29/2019 02:35:00,218.77142857142857,2019,1,29,35
2698,01/29/2019 02:50:00,208.952380952381,2019,1,29,50
2699,01/29/2019 03:05:00,216.25714285714287,2019,1,29,5
2700,01/29/2019 03:20:00,233.65714285714282,2019,1,29,20
2701,01/29/2019 03:35:00,280.63809523809516,2019,1,29,35
2702,01/29/2019 03:50:00,294.43809523809523,2019,1,29,50
2703,01/29/2019 04:05:00,333.57142857142856,2019,1,29,5
2704,01/29/2019 04:20:00,421.97142857142853,2019,1,29,20
2705,01/29/2019 04:35:00,545.0095238095239,2019,1,29,35
2706,01/29/2019 04:50:00,582.6666666666666,2019,1,29,50
2707,01/29/2019 05:05:00,663.7428571428571,2019,1,29,5
2708,01/29/2019 05:20:00,786.5238095238096,2019,1,29,20
2709,01/29/2019 05:35:00,949.6666666666664,2019,1,29,35
2710,01/29/2019 05:50:00,969.7142857142858,2019,1,29,50
2711,01/29/2019 06:05:00,1068.6857142857139,2019,1,29,5
2712,01/29/2019 06:20:00,1183.4095238095238,2019,1,29,20
2713,01/29/2019 06:35:00,1287.0666666666666,2019,1,29,35
2714,01/29/2019 06:50:00,1201.4857142857145,2019,1,29,50
2715,01/29/2019 07:05:00,1231.6285714285714,2019,1,29,5
2716,01/29/2019 07:20:00,1276.8952380952385,2019,1,29,20
2717,01/29/2019 07:35:00,1281.7142857142858,2019,1,29,35
2718,01/29/2019 07:50:00,1256.9809523809524,2019,1,29,50
2719,01/29/2019 08:05:00,1261.2761904761905,2019,1,29,5
2720,01/29/2019 08:20:00,1262.0380952380956,2019,1,29,20
2721,01/29/2019 08:35:00,1234.7238095238095,2019,1,29,35
2722,01/29/2019 08:50:00,1181.9238095238095,2019,1,29,50
2723,01/29/2019 09:05:00,1144.4476190476194,2019,1,29,5
2724,01/29/2019 09:20:00,1165.2285714285713,2019,1,29,20
2725,01/29/2019 09:35:00,1152.3523809523806,2019,1,29,35
2726,01/29/2019 09:50:00,1132.7333333333333,2019,1,29,50
2727,01/29/2019 10:05:00,1125.3142857142857,2019,1,29,5
2728,01/29/2019 10:20:00,1139.2285714285715,2019,1,29,20
2729,01/29/2019 10:35:00,1096.8095238095239,2019,1,29,35
2730,01/29/2019 10:50:00,991.6476190476191,2019,1,29,50
2731,01/29/2019 11:05:00,1001.2952380952382,2019,1,29,5
2732,01/29/2019 11:20:00,1109.3428571428574,2019,1,29,20
2733,01/29/2019 11:35:00,1120.7047619047619,2019,1,29,35
2734,01/29/2019 11:50:00,1132.942857142857,2019,1,29,50
2735,01/29/2019 12:05:00,1140.752380952381,2019,1,29,5
2736,01/29/2019 12:20:00,1180.4095238095238,2019,1,29,20
2737,01/29/2019 12:35:00,1187.247619047619,2019,1,29,35
2738,01/29/2019 12:50:00,1153.361904761905,2019,1,29,50
2739,01/29/2019 13:05:00,1180.6,2019,1,29,5
2740,01/29/2019 13:20:00,1062.6666666666665,2019,1,29,20
2741,01/29/2019 13:35:00,1296.047619047619,2019,1,29,35
2742,01/29/2019 13:50:00,1283.4285714285716,2019,1,29,50
2743,01/29/2019 14:05:00,1351.7619047619044,2019,1,29,5
2744,01/29/2019 14:20:00,1296.885714285714,2019,1,29,20
2745,01/29/2019 14:35:00,1328.3333333333333,2019,1,29,35
2746,01/29/2019 14:50:00,1301.095238095238,2019,1,29,50
2747,01/29/2019 15:05:00,1295.8095238095239,2019,1,29,5
2748,01/29/2019 15:20:00,1303.952380952381,2019,1,29,20
2749,01/29/2019 15:35:00,1292.7619047619048,2019,1,29,35
2750,01/29/2019 15:50:00,1302.1047619047615,2019,1,29,50
2751,01/29/2019 16:05:00,1292.6571428571428,2019,1,29,5
2752,01/29/2019 16:20:00,1273.4190476190474,2019,1,29,20
2753,01/29/2019 16:35:00,1281.390476190476,2019,1,29,35
2754,01/29/2019 16:50:00,1304.9904761904766,2019,1,29,50
2755,01/29/2019 17:05:00,1255.6857142857145,2019,1,29,5
2756,01/29/2019 17:20:00,1248.8952380952385,2019,1,29,20
2757,01/29/2019 17:35:00,1214.6571428571428,2019,1,29,35
2758,01/29/2019 17:50:00,1189.8666666666668,2019,1,29,50
2759,01/29/2019 18:05:00,1226.6761904761904,2019,1,29,5
2760,01/29/2019 18:20:00,1242.4285714285716,2019,1,29,20
2761,01/29/2019 18:35:00,1173.2857142857147,2019,1,29,35
2762,01/29/2019 18:50:00,1157.8190476190475,2019,1,29,50
2763,01/29/2019 19:05:00,1211.695238095238,2019,1,29,5
2764,01/29/2019 19:20:00,1223.2952380952381,2019,1,29,20
2765,01/29/2019 19:35:00,1193.8285714285714,2019,1,29,35
2766,01/29/2019 19:50:00,1043.9333333333334,2019,1,29,50
2767,01/29/2019 20:05:00,985.952380952381,2019,1,29,5
2768,01/29/2019 20:20:00,1024.0285714285717,2019,1,29,20
2769,01/29/2019 20:35:00,957.0666666666667,2019,1,29,35
2770,01/29/2019 20:50:00,892.5238095238096,2019,1,29,50
2771,01/29/2019 21:05:00,885.4095238095238,2019,1,29,5
2772,01/29/2019 21:20:00,852.1809523809525,2019,1,29,20
2773,01/29/2019 21:35:00,799.6380952380954,2019,1,29,35
2774,01/29/2019 21:50:00,719.752380952381,2019,1,29,50
2775,01/29/2019 22:05:00,688.3619047619047,2019,1,29,5
2776,01/29/2019 22:20:00,643.8,2019,1,29,20
2777,01/29/2019 22:35:00,607.3333333333333,2019,1,29,35
2778,01/29/2019 22:50:00,516.0571428571428,2019,1,29,50
2779,01/29/2019 23:05:00,477.5619047619048,2019,1,29,5
2780,01/29/2019 23:20:00,417.9523809523809,2019,1,29,20
2781,01/29/2019 23:35:00,407.6,2019,1,29,35
2782,01/29/2019 23:50:00,361.9809523809523,2019,1,29,50
2783,01/30/2019 00:05:00,328.11428571428576,2019,1,30,5
2784,01/30/2019 00:20:00,297.89523809523814,2019,1,30,20
2785,01/30/2019 00:35:00,271.5714285714286,2019,1,30,35
2786,01/30/2019 00:50:00,239.50476190476192,2019,1,30,50
2787,01/30/2019 01:05:00,216.7142857142857,2019,1,30,5
2788,01/30/2019 01:20:00,206.0761904761905,2019,1,30,20
2789,01/30/2019 01:35:00,204.74285714285716,2019,1,30,35
2790,01/30/2019 01:50:00,204.47619047619048,2019,1,30,50
2791,01/30/2019 02:05:00,200.1523809523809,2019,1,30,5
2792,01/30/2019 02:20:00,190.61904761904762,2019,1,30,20
2793,01/30/2019 02:35:00,212.6190476190476,2019,1,30,35
2794,01/30/2019 02:50:00,206.02857142857147,2019,1,30,50
2795,01/30/2019 03:05:00,207.3523809523809,2019,1,30,5
2796,01/30/2019 03:20:00,238.97142857142862,2019,1,30,20
2797,01/30/2019 03:35:00,284.1333333333334,2019,1,30,35
2798,01/30/2019 03:50:00,302.2000000000001,2019,1,30,50
2799,01/30/2019 04:05:00,347.4095238095239,2019,1,30,5
2800,01/30/2019 04:20:00,433.0,2019,1,30,20
2801,01/30/2019 04:35:00,539.4285714285717,2019,1,30,35
2802,01/30/2019 04:50:00,577.2095238095237,2019,1,30,50
2803,01/30/2019 05:05:00,653.3047619047619,2019,1,30,5
2804,01/30/2019 05:20:00,808.5428571428571,2019,1,30,20
2805,01/30/2019 05:35:00,966.4952380952382,2019,1,30,35
2806,01/30/2019 05:50:00,993.7142857142858,2019,1,30,50
2807,01/30/2019 06:05:00,1078.4190476190477,2019,1,30,5
2808,01/30/2019 06:20:00,1220.247619047619,2019,1,30,20
2809,01/30/2019 06:35:00,1290.4857142857145,2019,1,30,35
2810,01/30/2019 06:50:00,1251.9809523809524,2019,1,30,50
2811,01/30/2019 07:05:00,1249.9619047619049,2019,1,30,5
2812,01/30/2019 07:20:00,1276.6761904761904,2019,1,30,20
2813,01/30/2019 07:35:00,1306.4857142857145,2019,1,30,35
2814,01/30/2019 07:50:00,1295.095238095238,2019,1,30,50
2815,01/30/2019 08:05:00,1261.0380952380951,2019,1,30,5
2816,01/30/2019 08:20:00,1242.209523809524,2019,1,30,20
2817,01/30/2019 08:35:00,1259.2285714285715,2019,1,30,35
2818,01/30/2019 08:50:00,1203.7047619047619,2019,1,30,50
2819,01/30/2019 09:05:00,1153.7142857142858,2019,1,30,5
2820,01/30/2019 09:20:00,1157.6952380952382,2019,1,30,20
2821,01/30/2019 09:35:00,1162.3047619047618,2019,1,30,35
2822,01/30/2019 09:50:00,1135.4857142857145,2019,1,30,50
2823,01/30/2019 10:05:00,1126.1999999999996,2019,1,30,5
2824,01/30/2019 10:20:00,1147.9142857142854,2019,1,30,20
2825,01/30/2019 10:35:00,1125.6,2019,1,30,35
2826,01/30/2019 10:50:00,1094.9238095238097,2019,1,30,50
2827,01/30/2019 11:05:00,1123.8952380952383,2019,1,30,5
2828,01/30/2019 11:20:00,1124.7714285714287,2019,1,30,20
2829,01/30/2019 11:35:00,1152.457142857143,2019,1,30,35
2830,01/30/2019 11:50:00,1172.3619047619047,2019,1,30,50
2831,01/30/2019 12:05:00,1205.3809523809525,2019,1,30,5
2832,01/30/2019 12:20:00,1211.104761904762,2019,1,30,20
2833,01/30/2019 12:35:00,1259.104761904762,2019,1,30,35
2834,01/30/2019 12:50:00,1212.9904761904766,2019,1,30,50
2835,01/30/2019 13:05:00,1242.647619047619,2019,1,30,5
2836,01/30/2019 13:20:00,1230.8380952380953,2019,1,30,20
2837,01/30/2019 13:35:00,1309.3238095238096,2019,1,30,35
2838,01/30/2019 13:50:00,1279.7999999999995,2019,1,30,50
2839,01/30/2019 14:05:00,1283.904761904762,2019,1,30,5
2840,01/30/2019 14:20:00,1309.6285714285714,2019,1,30,20
2841,01/30/2019 14:35:00,1383.895238095238,2019,1,30,35
2842,01/30/2019 14:50:00,1348.2285714285713,2019,1,30,50
2843,01/30/2019 15:05:00,1333.7238095238095,2019,1,30,5
2844,01/30/2019 15:20:00,1305.1619047619047,2019,1,30,20
2845,01/30/2019 15:35:00,1303.4190476190474,2019,1,30,35
2846,01/30/2019 15:50:00,1274.2190476190476,2019,1,30,50
2847,01/30/2019 16:05:00,1275.1047619047622,2019,1,30,5
2848,01/30/2019 16:20:00,1300.9809523809522,2019,1,30,20
2849,01/30/2019 16:35:00,1335.7142857142858,2019,1,30,35
2850,01/30/2019 16:50:00,1305.4952380952382,2019,1,30,50
2851,01/30/2019 17:05:00,1304.8,2019,1,30,5
2852,01/30/2019 17:20:00,1305.8,2019,1,30,20
2853,01/30/2019 17:35:00,1247.1619047619047,2019,1,30,35
2854,01/30/2019 17:50:00,1206.5809523809526,2019,1,30,50
2855,01/30/2019 18:05:00,1229.8513457556935,2019,1,30,5
2856,01/30/2019 18:20:00,1238.0380952380956,2019,1,30,20
2857,01/30/2019 18:35:00,1202.6095238095236,2019,1,30,35
2858,01/30/2019 18:50:00,1195.0571428571427,2019,1,30,50
2859,01/30/2019 19:05:00,1233.647619047619,2019,1,30,5
2860,01/30/2019 19:20:00,1252.6095238095238,2019,1,30,20
2861,01/30/2019 19:35:00,1228.8476190476192,2019,1,30,35
2862,01/30/2019 19:50:00,1171.1619047619047,2019,1,30,50
2863,01/30/2019 20:05:00,1101.0380952380954,2019,1,30,5
2864,01/30/2019 20:20:00,1025.4190476190477,2019,1,30,20
2865,01/30/2019 20:35:00,982.9142857142856,2019,1,30,35
2866,01/30/2019 20:50:00,953.0,2019,1,30,50
2867,01/30/2019 21:05:00,940.6571428571428,2019,1,30,5
2868,01/30/2019 21:20:00,890.8666666666666,2019,1,30,20
2869,01/30/2019 21:35:00,830.2380952380953,2019,1,30,35
2870,01/30/2019 21:50:00,735.5428571428571,2019,1,30,50
2871,01/30/2019 22:05:00,704.5904761904761,2019,1,30,5
2872,01/30/2019 22:20:00,668.552380952381,2019,1,30,20
2873,01/30/2019 22:35:00,608.3333333333334,2019,1,30,35
2874,01/30/2019 22:50:00,521.1809523809524,2019,1,30,50
2875,01/30/2019 23:05:00,496.71428571428567,2019,1,30,5
2876,01/30/2019 23:20:00,440.2571428571428,2019,1,30,20
2877,01/30/2019 23:35:00,415.06666666666666,2019,1,30,35
2878,01/30/2019 23:50:00,372.7333333333333,2019,1,30,50
2879,01/31/2019 00:05:00,335.8,2019,1,31,5
2880,01/31/2019 00:20:00,297.32380952380953,2019,1,31,20
2881,01/31/2019 00:35:00,285.12380952380954,2019,1,31,35
2882,01/31/2019 00:50:00,248.67619047619044,2019,1,31,50
2883,01/31/2019 01:05:00,231.05714285714288,2019,1,31,5
2884,01/31/2019 01:20:00,224.86666666666667,2019,1,31,20
2885,01/31/2019 01:35:00,221.67619047619044,2019,1,31,35
2886,01/31/2019 01:50:00,215.12380952380954,2019,1,31,50
2887,01/31/2019 02:05:00,211.16190476190476,2019,1,31,5
2888,01/31/2019 02:20:00,204.66666666666663,2019,1,31,20
2889,01/31/2019 02:35:00,220.86666666666667,2019,1,31,35
2890,01/31/2019 02:50:00,211.3142857142857,2019,1,31,50
2891,01/31/2019 03:05:00,226.75238095238092,2019,1,31,5
2892,01/31/2019 03:20:00,237.40952380952385,2019,1,31,20
2893,01/31/2019 03:35:00,293.7428571428572,2019,1,31,35
2894,01/31/2019 03:50:00,310.3142857142857,2019,1,31,50
2895,01/31/2019 04:05:00,342.19999999999993,2019,1,31,5
2896,01/31/2019 04:20:00,424.19047619047615,2019,1,31,20
2897,01/31/2019 04:35:00,542.9333333333333,2019,1,31,35
2898,01/31/2019 04:50:00,576.1333333333333,2019,1,31,50
2899,01/31/2019 05:05:00,666.7714285714285,2019,1,31,5
2900,01/31/2019 05:20:00,759.1142857142855,2019,1,31,20
2901,01/31/2019 05:35:00,872.6666666666667,2019,1,31,35
2902,01/31/2019 05:50:00,923.2095238095236,2019,1,31,50
2903,01/31/2019 06:05:00,1036.6095238095238,2019,1,31,5
2904,01/31/2019 06:20:00,1063.2666666666667,2019,1,31,20
2905,01/31/2019 06:35:00,1258.8761904761905,2019,1,31,35
2906,01/31/2019 06:50:00,1248.3047619047618,2019,1,31,50
2907,01/31/2019 07:05:00,1277.5523809523806,2019,1,31,5
2908,01/31/2019 07:20:00,1265.7142857142858,2019,1,31,20
